personId,personName,best
2015CHER07,Tommy Cherry,1415
2019KOBE03,Elliott Kobelansky,1505
2019EGGI02,Charlie Eggins,1512
2016CHAP04,Stanley Chapel,1600
2017GUTM01,Manuel Gutman,1622
2013HUAN29,Gianfranco Huanqui,1704
2017WANY29,Yifan Wang (王逸帆),1717
2015GUNN01,Jakob Gunnarsson,1767
2014CHEN37,Liam Chen,1788
2021TRIP01,Michael Tripodi,1817
2015PARK08,Jeff Park,1818
2014CAIJ02,Jack Cai,1827
2015HILL09,Max Hilliard,1828
2017SWOR01,Noah Swor,1835
2013EGDA02,Martin Vædele Egdal,1836
2013LINK01,Kaijun Lin (林恺俊),1840
2016CHAN25,Theodore Chan,1882
2013BOBE01,Krzysztof Bober,1885
2016QUAN03,Tam Quan,1906
2016SIGG01,Graham Siggins,1906
2016KLAS01,Jake Klassen,1912
2017MAXW01,Phillip Maxwell,1922
2014PARR02,Berta García Parra,1923
2015CERN01,Will Cerne,1931
2015TANG04,Calix Tang,1940
2017XIAO09,Bowen Xiao (肖博文),1947
2017TUNG13,Antonio Kam (甘浩東),1949
2018HABE02,Jens Haber,1951
2019FUJI07,Masato Fujiwara (藤原正人),1955
2017WONG13,Andy Wong,1961
2013WALL03,Daniel Wallin,1968
2022SLOA01,Jaye Sloan,2020
2017DEBS01,Adrian Dębski,2021
2018STOK01,Ben Stokes,2036
2015KUCA01,Carter Kucala,2046
2019ROGO04,Wojciech Rogoziński,2075
2014GARC27,Arthur Garcin,2083
2010CANT02,Antoine Cantin,2118
2016WEIM01,Josh Weimer,2119
2018DALO01,Charles Daloz-Baltenberger,2127
2017HARR08,Charlie Harrison,2151
2007HESS01,Rowe Hessler,2163
2020BARA02,Radomił Baran,2174
2018YANG92,Chih-Chuan Yang (楊智全),2177
2022CAMP02,Nicolas Campanario,2182
2022HAYA03,Keita Hayakawa (早川慶太),2185
2021MORA01,Mikołaj Morawski,2195
2016THOR08,Elvin Thorsen,2222
2022STRA10,Thomas Strasser,2223
2011TRON02,Sebastiano Tronto,2227
2014ZHAN01,Angelo Zhang,2236
2016PRZY01,Kamil Przybylski,2237
2016XIEY08,Yichuan Xie (谢逸川),2263
2015AGRA03,Ishaan Agrawal,2267
2016PILA03,Ryan Pilat,2268
2015CHEN49,Yucheng Chen (陈裕铖),2279
2018MADR02,Maxime Madrzyk,2281
2016VOSO01,Olivier Vos,2290
2013DIPI01,Guido Dipietro,2298
2014FRIT02,Oliver Fritz,2304
2013ANIR01,Hari Anirudh,2314
2015ALEK01,Grigorii Alekseev,2327
2016BARO04,Ben Baron,2351
2009BART02,Ádám Barta,2357
2016KRAF01,Noah Kraft,2361
2014ARGA02,Jefferson Durango,2366
2013AOYA01,Oto Aoyagi (青柳吟),2398
2020KARA01,David Karalli (داود قراعلي),2399
2019KOBI01,Dominik Kobinski,2399
2015FIRM01,Tomoya Firman,2408
2019CSEN01,Bálint Csengő,2414
2014PAUL05,Benjamin Paul,2415
2019HIRS01,Ezra Hirschi,2429
2018KIMH02,Heejun Kim (김희준),2436
2016JEYA01,Vishwanath Jeyaraman,2448
2013MORR03,Christopher Morris,2450
2017GOLU01,Theo Goluboff,2464
2016DAVI02,Ethan Davis,2472
2021PISK01,Karol Piskorek,2477
2015MACD03,James Macdiarmid,2485
2022HANT01,Thiago Han,2488
2015FARI06,Ryan Farish,2503
2018SHEN07,Mengfei Shen (沈梦非),2508
2016TAYL02,Paul Taylor,2513
2016SZYS02,Stanisław Szyszka,2526
2018MOSA01,Adel Mosallami,2530
2011KOWA01,Marcin Kowalczyk,2545
2010SHIX01,Xin Shi (石欣),2551
2021SREC01,Jakov Srečković,2555
2018CRUZ11,Leonardo Ezequiel Cruz,2559
2021CHAU01,Joshua Chau,2560
2012JALO01,Grzegorz Jałocha,2562
2016GORE02,Neel Gore,2579
2022MEEU02,Jorian Meeuse,2582
2012LIUY03,Yiwei Liu (刘伊玮),2588
2017NORR01,Timo Norrkniivilä,2599
2013OPOK01,Radosław Opoka,2600
2012MENE01,Diego Meneghetti,2601
2022CHAU04,Marius Chaudesaygues,2604
2015PANE01,Ethan Pan,2608
2019ECKE02,Ryan Eckersley,2610
2015FUSH01,Firstian Fushada (符逢城),2613
2018LEED01,DongJae Lee,2619
2014ZHAO12,Tianyu Zhao (赵天愉),2622
2018FORS03,Timo Forsthofer,2647
2017RIVA09,Quentin Rivault,2651
2008VENK01,Sreeram Venkatarao,2673
2016MART29,Artyom Martirosov,2677
2018WUMI02,Mingxuan Wu (吴明轩),2695
2019BENG02,Liav Bengayev,2700
2007LUJI01,Jia-Hong Lu (陸嘉宏),2702
2019RIGO01,Mattia Rigo,2705
2022THOM14,Brayden Thompson,2706
2015IVAN03,Oleksandr Ivanchak (Олександр Іванчак),2706
2011BANS02,Shivam Bansal,2715
2017SERG03,Vladimir Sergeev,2718
2011HAMI01,Ahsanul Insan Hamid,2720
2014MAUR06,Lorenzo Mauro,2721
2014BOYA01,Mark Boyanowski,2723
2010YAMA04,Yuki Yamamoto (山本祐輝),2727
2016ZAMB05,Tiago Zamberlan,2727
2014ENDO01,Jolo Endona,2730
2013NELS01,Tom Nelson,2733
2021BLAN02,Jared Blanco,2737
2017FENG10,Hill Pong Yong Feng,2740
2017MAZH04,Zhiyuan Ma (马之元),2747
2017WAGU02,Guoliang Wang (王国梁),2748
2012ARTH01,Noah Arthurs,2749
2013MINT01,Deni Mintsaev,2751
2013TALU01,Kabyanil Talukdar,2761
2018CEPI01,Tomasz Cepil,2763
2012SILV22,Israel Fraga da Silva,2767
2009HONG04,Preeda Hongpimolmas (ปรีดา หงส์พิมลมาศ),2777
2019SHEN10,Jeremy Sheng,2778
2018TAIR02,Keiichiro Taira (平佳一郎),2801
