personId,personName,best
2012PARK03,Max Park,10178
2013NAHM01,Seung Hyuk Nahm (남승혁),10959
2012BEAH01,Ciarán Beahan,11094
2016KOLA02,Tymon Kolasiński,11138
2017PARK05,DongSoo Park (박동수),11424
2016HUNG08,Lim Hung (林弘),11492
2018BERE01,János Bereczki,11584
2009HAYS01,Kevin Hays,11603
2012ZHAN08,Anyu Zhang (张安宇),11856
2019HUNG16,Đỗ Quang Hưng,11863
2019ZHOU51,Zhangshuai Zhou (周章率),11931
2009ZEMD01,Feliks Zemdegs,12063
2022KAOE01,Emmanuel Kao,12155
2015WEIB03,Benjamin Wei,12280
2019YANG94,Cian-Jyun Yang (楊謙君),12477
2016NUNE11,Brandon Nunez,12544
2015XION03,Max Xiong (熊锐明),12649
2017SIAU02,Max Siauw,12676
2018BEHR01,Roxy Behrle,12785
2015LEON02,Ivan Li Ka Leong (李嘉亮),12843
2015FUSH01,Firstian Fushada (符逢城),12846
2018ZIMM02,Mark Zimmermann,12924
2017FENG09,Yu Feng (冯煜),12926
2018ELLA01,Omar Ellabban,12927
2015DELA05,Richard Delacoste,12935
2016GONZ52,Gabriel Santiago Velez Gonzalez,12952
2018GRAH05,Kate Grahame,12974
2015WANG46,Shih-Hao Wang (王士豪),13038
2013KEJR01,Aryan Kejriwal,13081
2014MEND02,Alexis Rodrigo Cazu Mendoza,13088
2018SHIN08,Minkyu Shin (신민규),13096
2012STAN04,Simon Stannek,13141
2017TRAN25,Celine Tran,13147
2015MAJE01,Marek Majerik,13167
2018NGHA02,Hayden Ng (吳宇晞),13183
2012HUAN12,Ping-Yueh Huang (黃品越),13195
2016YONG02,Tristan Chua Yong,13254
2016LIJE01,Jeffrey Li,13274
2016ROLZ01,Alwin Rölz,13274
2015ANDA01,Daryl Tan Hong An,13296
2016INAB01,Matty Hiroto Inaba,13298
2016NIJU01,Chun-Pao Ni (倪君寶),13324
2016PFEI01,Jack Pfeifer,13352
2018KWON01,Do Hyun Kwon (권도현),13381
2014LOKW01,Wong Kin Lok (黃健樂),13382
2021DUTI01,Tianzuo Du (杜天佐),13433
