personId,personName,best
2012PARK03,Max Park,1938
2010WEYE02,Sebastian Weyer,2085
2016KOLA02,Tymon Kolasiński,2147
2009ZEMD01,Feliks Zemdegs,2157
2013NAHM01,Seung Hyuk Nahm (남승혁),2167
2015LEON02,Ivan Li Ka Leong (李嘉亮),2232
2016INAB01,Matty Hiroto Inaba,2254
2015WANG09,Kai-Wen Wang (王楷文),2261
2019HUNG16,Đỗ Quang Hưng,2263
2019TARA09,Timofei Tarasenko,2286
2012PONC02,Patrick Ponce,2307
2017RAND06,Ari Randers-Pehrson,2349
2015BORR01,Leo Borromeo,2355
2016NUNE11,Brandon Nunez,2361
2012BEAH01,Ciarán Beahan,2363
2017XURU04,Ruihang Xu (许瑞航),2381
2010WANG68,Bill Wang,2397
2017SIAU02,Max Siauw,2398
2017SUNC02,Christopher Sun,2413
2018DULL01,Twan Dullemond,2414
2017KWAN05,Burno Li Chak Kwan (李澤堃),2433
2013GERH01,Kevin Gerhardt,2433
2015DELA05,Richard Delacoste,2440
2010WUIF01,Yi-Fan Wu (吳亦凡),2447
2017PARK05,DongSoo Park (박동수),2465
2015FUSH01,Firstian Fushada (符逢城),2472
2015MOHA10,Varun Mohanraj,2478
2017GOLU01,Theo Goluboff,2526
2014BAIR01,Ray Bai,2529
2012CROS01,Jonah Crosby,2541
2017GARR05,Luke Garrett,2544
2007VALK01,Mats Valk,2546
2013BURL01,Łukasz Burliga,2553
2017SANC24,Juan de Dios Noriega Sánchez,2554
2017KONG05,Weihao Kong (孔维浩),2556
2018BERE01,János Bereczki,2566
2015TELL01,Pedro Alejandro Condo Tellez,2568
2015BELJ01,Toni Beljo,2568
2019YAOJ01,Jerry Yao,2571
2011ETTE01,Lucas Etter,2576
2018LICH05,Henry Lichner,2577
2012HUAN12,Ping-Yueh Huang (黃品越),2578
2013JOHN10,Brian Johnson,2589
2016SMUL01,Mika Smulders,2601
2018HUAN08,Hua Huang (黄华),2606
2011MAHT02,Natthaphat Mahtani (ณัฐภัทร จี มาทานี),2609
2017YANG59,Tee Kai Yang,2610
2012MAHV01,Paul Mahvi,2616
2018WIDJ01,Carson Widjaja,2618
2010KADD01,Abdelhak Kaddour,2618
2017AGGA01,Sameer Aggarwal,2619
2012PATE01,Antonie Paterakis,2625
2018MOSH01,Zecharya Moshavi,2630
2016PFEI01,Jack Pfeifer,2631
2017WURY01,Ryan Wu,2633
2016DEXT01,Riley Dexter,2642
2017NOKE01,Jacob Nokes,2644
2015CECC01,Vicenzo Guerino Cecchini,2645
2018PARI07,Parist Pariyakanok (พริษฐ์ ปริยกนก),2646
2015BRAG01,Angela Braganza,2647
2012TYCK01,Luke Tycksen,2647
2012CARL03,Alexandre Carlier,2648
2017SANK04,Vishwa Sankar,2648
